/home/ambika/Downloads/CrowdSourcing-Project-master/samples/26201.jpg	puzzle	0.5036	fortification	0.100293	puzzle	0.0852196	farm_building	0.0440295	residence	0.0344064
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/23033.jpg	horse	0.160899	dog	0.145021	dog	0.108573	dog	0.0877703	dog	0.0828095
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/41867.jpg	bird	0.94512	bird	0.0329558	bird	0.00390311	bird	0.00390274	bird	0.00348822
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/1404.jpg	plaything	0.409742	lantern	0.2539			safety_belt	0.0382077	stringed_instrument	0.0150836
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/1700.jpg	ski	0.27689	coat	0.232415	dog	0.0718764	bike	0.0450113	dog	0.0422029
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/32597.jpg	bus	0.0471858	car	0.0380594	guinea pig	0.0366355	light	0.0329678	sharpener	0.0232601
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/49151.jpg	cabinet	0.391453	entertainment center	0.0928668	building	0.0850235	door	0.0619479	building	0.0407105
home/ambika/Downloads/CrowdSourcing-Project-master/samples/22874.jpg	dog	0.266402	table	0.0774871	dog	0.0545317	heater	0.0522445	weight	0.039357
home/ambika/Downloads/CrowdSourcing-Project-master/samples/22192.jpg	dog	0.287044	dog	0.117441	dog	0.102455	dog	0.0664362	dog	0.0544982
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/86250.jpg	piano	0.0630393	ball	0.0595356	door	0.052051	screen	0.0267044	couch	0.0255545
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/13415.jpg	train	0.211744			truck	0.137093	truck	0.0596692	truck	0.0509463
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/60456.jpg	sandbar	0.239704	shore	0.182138	bike	0.101631	swimsuit	0.0687124	ball	0.0633626
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/43734.jpg	bear	0.477591	dog	0.0864282	dog	0.0695748	dog	0.0581693	water body	0.0317313
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/5486.jpg	building	0.832765	platform	0.0659947	piano	0.0161463	building	0.0130703	building	0.00859356
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/31519.jpg	light	0.251285			timer	0.0463213	car	0.0352315	measuring_instrument	0.0302273
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/27756.jpg	light	0.956483	bus	0.010255	car	0.0072069	truck	0.00298307	lifting_device	0.00280215
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/43202.jpg	building	0.231662	car	0.183351	residence	0.0874067	ride	0.0353435	reservoir	0.0228788
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/10707.jpg	lamp	0.128362	bowed_stringed_instrument	0.118548	scarf	0.0471436	bowed_stringed_instrument	0.0464833		
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/18366.jpg	car	0.261946	car	0.127136	bus	0.111923	bus	0.0690542	building	0.0550492
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/23995.jpg	train	0.702813	train	0.227877	train	0.0586949	train	0.00336264	farm_machine	0.00252827
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/15956.jpg	horse	0.146744	cattle	0.114961	horse	0.0860399	dog	0.032912	gymnastic_apparatus	0.0289387
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/28273.jpg	cat	0.60569	dog	0.0888217	dog	0.0523759	dog	0.037124	dog	0.0182456
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/27946.jpg	bus	0.875438	car	0.0673102	bus	0.0405751			train	0.00367289
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/35282.jpg	sign	0.456214	light	0.150785	airplane	0.0935147	reservoir	0.0693131	airplane	0.0542278
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/28872.jpg	camel	0.0977025	dog	0.0627976	dog	0.0541963	dog	0.0392164	dog	0.0381372
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/23579.jpg	car	0.0695745	coat	0.0606268	helmet	0.0577169			dog	0.0477259
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/8016.jpg	bird	0.306132	bird	0.148251	bird	0.140143	bird	0.0551268	fox	0.0492115
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/56545.jpg	bird	0.678438	sloth	0.272825	bird	0.0135158	bird	0.0128829	bird	0.00632292
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/29577.jpg	hairpiece	0.159669	bird	0.0410679	hat	0.0405516	shop	0.0327833	jar	0.0303781
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/1342.jpg	shoe	0.0979416	electronic_equipment	0.0508564	bag	0.0507285	safety_belt	0.0492083	heater	0.0462701
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/18462.jpg	car	0.42611					car	0.0539317	truck	0.0279108
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/14831.jpg	dog	0.0631095	cat	0.055515	roof	0.0484472	dog	0.0322933	dog	0.0310686
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/39484.jpg	building	0.142524	car	0.141854	car	0.101078	light	0.0916766	truck	0.0748349
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/14450.jpg	mountain	0.280586	bicycle	0.129683	car	0.0887215			train	0.0393082
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/2988.jpg	dog	0.117248	dog	0.0918188	dog	0.0758932	dog	0.0426418	dog	0.0384591
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/51495.jpg	airplane wing	0.932463	mountain	0.0299014	mountain	0.00513846	natural_elevation	0.00422794	airplane	0.00294166
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/32941.jpg	submersible	0.433386	telephone	0.187588	measuring_instrument	0.0668578	handcart	0.0635098	pump	0.0384785
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/46882.jpg	ball	0.664469	bird	0.0541902	ball	0.0347303	fodder	0.0333636	ball	0.0207012
/home/ambika/Downloads/CrowdSourcing-Project-master/samples/17425.jpg	portable_computer	0.349962	television	0.0543263	electronic_equipment	0.037965	portable_computer	0.0256685	radiotelephone	0.0247588
